text,label
['TECHNOLOGY OUTSOURCING AGREEMENT'],Audit Rights
['TECHNOLOGY OUTSOURCING AGREEMENT'],Cap On Liability
['TECHNOLOGY OUTSOURCING AGREEMENT'],Liquidated Damages
['TECHNOLOGY OUTSOURCING AGREEMENT'],Insurance
['OUTSOURCING AGREEMENT'],Termination For Convenience
['OUTSOURCING AGREEMENT'],Cap On Liability
['OUTSOURCING AGREEMENT'],Warranty Duration
['OUTSOURCING AGREEMENT'],Insurance
['PHOTO RETOUCHING OUTSOURCING AGREEMENT'],Exclusivity
['PHOTO RETOUCHING OUTSOURCING AGREEMENT'],Audit Rights
['PHOTO RETOUCHING OUTSOURCING AGREEMENT'],Cap On Liability
['Outsourcing Base Agreement'],No-Solicit Of Employees
['Outsourcing Base Agreement'],Termination For Convenience
['Outsourcing Base Agreement'],Rofr/Rofo/Rofn
['Outsourcing Base Agreement'],Change Of Control
['Outsourcing Base Agreement'],Anti-Assignment
['Outsourcing Base Agreement'],Minimum Commitment
['Outsourcing Base Agreement'],Ip Ownership Assignment
['Outsourcing Base Agreement'],Post-Termination Services
['Outsourcing Base Agreement'],Audit Rights
['Outsourcing Base Agreement'],Cap On Liability
['Outsourcing Base Agreement'],Liquidated Damages
['Outsourcing Base Agreement'],Warranty Duration
['Outsourcing Base Agreement'],Insurance
['Outsourcing Base Agreement'],Third Party Beneficiary
['OUTSOURCING AGREEMENT'],Most Favored Nation
['OUTSOURCING AGREEMENT'],Termination For Convenience
['OUTSOURCING AGREEMENT'],Anti-Assignment
['OUTSOURCING AGREEMENT'],Revenue/Profit Sharing
['OUTSOURCING AGREEMENT'],Minimum Commitment
['OUTSOURCING AGREEMENT'],Post-Termination Services
['OUTSOURCING AGREEMENT'],Audit Rights
['OUTSOURCING AGREEMENT'],Cap On Liability
['OUTSOURCING AGREEMENT'],Insurance
"['Order Form', 'ASP and Outsourcing Agreement']",Anti-Assignment
"['Order Form', 'ASP and Outsourcing Agreement']",Revenue/Profit Sharing
"['Order Form', 'ASP and Outsourcing Agreement']",Minimum Commitment
"['Order Form', 'ASP and Outsourcing Agreement']",License Grant
"['Order Form', 'ASP and Outsourcing Agreement']",Non-Transferable License
"['Order Form', 'ASP and Outsourcing Agreement']",Unlimited/All-You-Can-Eat-License
"['Order Form', 'ASP and Outsourcing Agreement']",Post-Termination Services
"['Order Form', 'ASP and Outsourcing Agreement']",Audit Rights
"['Order Form', 'ASP and Outsourcing Agreement']",Cap On Liability
"['Order Form', 'ASP and Outsourcing Agreement']",Warranty Duration
"['Order Form', 'ASP and Outsourcing Agreement']",Covenant Not To Sue
['Reseller Agreement'],Anti-Assignment
['Reseller Agreement'],Unlimited/All-You-Can-Eat-License
['Reseller Agreement'],Post-Termination Services
['Reseller Agreement'],Cap On Liability
['Reseller Agreement'],Covenant Not To Sue
['Distribution Agreement'],Competitive Restriction Exception
['Distribution Agreement'],Exclusivity
['Distribution Agreement'],Anti-Assignment
['Distribution Agreement'],Minimum Commitment
['Distribution Agreement'],Volume Restriction
['Distribution Agreement'],Post-Termination Services
['Distribution Agreement'],Audit Rights
['Distribution Agreement'],Cap On Liability
['Distribution Agreement'],Insurance
['RESELLER AGREEMENT'],Termination For Convenience
['RESELLER AGREEMENT'],Anti-Assignment
['RESELLER AGREEMENT'],License Grant
['RESELLER AGREEMENT'],Non-Transferable License
['RESELLER AGREEMENT'],Uncapped Liability
['RESELLER AGREEMENT'],Cap On Liability
['RESELLER AGREEMENT'],Non-Disparagement
['RESELLER AGREEMENT'],Termination For Convenience
['RESELLER AGREEMENT'],Anti-Assignment
['RESELLER AGREEMENT'],Revenue/Profit Sharing
['RESELLER AGREEMENT'],License Grant
['RESELLER AGREEMENT'],Audit Rights
['RESELLER AGREEMENT'],Cap On Liability
['RESELLER AGREEMENT'],Covenant Not To Sue
['GLOBAL MAINTENANCE AGREEMENT ('],Exclusivity
['GLOBAL MAINTENANCE AGREEMENT ('],Termination For Convenience
['GLOBAL MAINTENANCE AGREEMENT ('],Change Of Control
['GLOBAL MAINTENANCE AGREEMENT ('],Anti-Assignment
['GLOBAL MAINTENANCE AGREEMENT ('],Audit Rights
['GLOBAL MAINTENANCE AGREEMENT ('],Cap On Liability
['GLOBAL MAINTENANCE AGREEMENT ('],Warranty Duration
['GLOBAL MAINTENANCE AGREEMENT ('],Insurance
"['Software License, Customization and Maintenance Agreement', 'Product License Schedule']",Termination For Convenience
"['Software License, Customization and Maintenance Agreement', 'Product License Schedule']",Warranty Duration
"['Software License, Customization and Maintenance Agreement']",Termination For Convenience
"['Software License, Customization and Maintenance Agreement']",Change Of Control
"['Software License, Customization and Maintenance Agreement']",Anti-Assignment
"['Software License, Customization and Maintenance Agreement']",Volume Restriction
"['Software License, Customization and Maintenance Agreement']",Ip Ownership Assignment
"['Software License, Customization and Maintenance Agreement']",License Grant
"['Software License, Customization and Maintenance Agreement']",Non-Transferable License
"['Software License, Customization and Maintenance Agreement']",Affiliate License-Licensee
"['Software License, Customization and Maintenance Agreement']",Irrevocable Or Perpetual License
"['Software License, Customization and Maintenance Agreement']",Source Code Escrow
"['Software License, Customization and Maintenance Agreement']",Post-Termination Services
"['Software License, Customization and Maintenance Agreement']",Audit Rights
"['Software License, Customization and Maintenance Agreement']",Uncapped Liability
"['Software License, Customization and Maintenance Agreement']",Cap On Liability
"['Software License, Customization and Maintenance Agreement']",Warranty Duration
"['Software License, Customization and Maintenance Agreement']",Insurance
"['Software License, Customization and Maintenance Agreement']",Third Party Beneficiary
['AGENCY AGREEMENT'],Exclusivity
['AGENCY AGREEMENT'],Anti-Assignment
['AGENCY AGREEMENT'],Revenue/Profit Sharing
['AGENCY AGREEMENT'],Third Party Beneficiary
['Supply Agreement'],Exclusivity
['Supply Agreement'],Termination For Convenience
['Supply Agreement'],Anti-Assignment
['Supply Agreement'],Minimum Commitment
['Supply Agreement'],Volume Restriction
['Supply Agreement'],Audit Rights
['Supply Agreement'],Uncapped Liability
['Supply Agreement'],Cap On Liability
['Supply Agreement'],Warranty Duration
['Supply Agreement'],Insurance
['SUPPLY AGREEMENT'],Exclusivity
['SUPPLY AGREEMENT'],Anti-Assignment
['SUPPLY AGREEMENT'],Revenue/Profit Sharing
['SUPPLY AGREEMENT'],Minimum Commitment
['SUPPLY AGREEMENT'],Volume Restriction
['SUPPLY AGREEMENT'],Ip Ownership Assignment
['SUPPLY AGREEMENT'],Joint Ip Ownership
['SUPPLY AGREEMENT'],License Grant
['SUPPLY AGREEMENT'],Affiliate License-Licensee
['SUPPLY AGREEMENT'],Post-Termination Services
['SUPPLY AGREEMENT'],Audit Rights
['SUPPLY AGREEMENT'],Uncapped Liability
['SUPPLY AGREEMENT'],Cap On Liability
['SUPPLY AGREEMENT'],Termination For Convenience
['SUPPLY AGREEMENT'],Anti-Assignment
['SUPPLY AGREEMENT'],Minimum Commitment
['SUPPLY AGREEMENT'],Ip Ownership Assignment
['SUPPLY AGREEMENT'],License Grant
['SUPPLY AGREEMENT'],Non-Transferable License
['SUPPLY AGREEMENT'],Irrevocable Or Perpetual License
['SUPPLY AGREEMENT'],Post-Termination Services
['SUPPLY AGREEMENT'],Warranty Duration
['SUPPLY AGREEMENT'],Insurance
['SUPPLY AGREEMENT'],Termination For Convenience
['SUPPLY AGREEMENT'],Anti-Assignment
['Supply Agreement'],Termination For Convenience
['Supply Agreement'],Anti-Assignment
['Supply Agreement'],Minimum Commitment
['Supply Agreement'],License Grant
['Supply Agreement'],Non-Transferable License
['Supply Agreement'],Affiliate License-Licensee
['Supply Agreement'],Audit Rights
['Supply Agreement'],Uncapped Liability
['Supply Agreement'],Cap On Liability
['Supply Agreement'],Warranty Duration
['Supply Agreement'],Insurance
['SUPPLY AGREEMENT'],Anti-Assignment
['SUPPLY AGREEMENT'],Minimum Commitment
['SUPPLY AGREEMENT'],Volume Restriction
['SUPPLY AGREEMENT'],Audit Rights
['SUPPLY AGREEMENT'],Warranty Duration
['SUPPLY AGREEMENT'],Insurance
['TRANSPORTATION CONTRACT  GENERAL CONDITIONS'],Anti-Assignment
['TRANSPORTATION CONTRACT  GENERAL CONDITIONS'],Minimum Commitment
['TRANSPORTATION CONTRACT  GENERAL CONDITIONS'],Volume Restriction
['TRANSPORTATION CONTRACT  GENERAL CONDITIONS'],Cap On Liability
['TRANSPORTATION CONTRACT  GENERAL CONDITIONS'],Liquidated Damages
['TRANSPORTATION CONTRACT  GENERAL CONDITIONS'],Warranty Duration
['TRANSPORTATION CONTRACT  GENERAL CONDITIONS'],Insurance
['TRANSPORTATION SERVICE AGREEMENT'],Minimum Commitment
['TRANSPORTATION SERVICE AGREEMENT'],Volume Restriction
['TRANSPORTATION SERVICE AGREEMENT'],Post-Termination Services
['MARKETING AND TRANSPORTATION SERVICES AGREEMENT'],Competitive Restriction Exception
['MARKETING AND TRANSPORTATION SERVICES AGREEMENT'],Non-Compete
['MARKETING AND TRANSPORTATION SERVICES AGREEMENT'],Exclusivity
['MARKETING AND TRANSPORTATION SERVICES AGREEMENT'],No-Solicit Of Customers
['MARKETING AND TRANSPORTATION SERVICES AGREEMENT'],Termination For Convenience
['MARKETING AND TRANSPORTATION SERVICES AGREEMENT'],Change Of Control
['MARKETING AND TRANSPORTATION SERVICES AGREEMENT'],Anti-Assignment
['MARKETING AND TRANSPORTATION SERVICES AGREEMENT'],Post-Termination Services
['MARKETING AND TRANSPORTATION SERVICES AGREEMENT'],Audit Rights
['MARKETING AND TRANSPORTATION SERVICES AGREEMENT'],Cap On Liability
['MARKETING AND TRANSPORTATION SERVICES AGREEMENT'],Liquidated Damages
['MARKETING AND TRANSPORTATION SERVICES AGREEMENT'],Insurance
['TRANSPORTATION SERVICES AGREEMENT'],Most Favored Nation
['TRANSPORTATION SERVICES AGREEMENT'],Termination For Convenience
['TRANSPORTATION SERVICES AGREEMENT'],Rofr/Rofo/Rofn
['TRANSPORTATION SERVICES AGREEMENT'],Anti-Assignment
['TRANSPORTATION SERVICES AGREEMENT'],Minimum Commitment
['TRANSPORTATION SERVICES AGREEMENT'],Volume Restriction
['TRANSPORTATION SERVICES AGREEMENT'],Uncapped Liability
['TRANSPORTATION SERVICES AGREEMENT'],Cap On Liability
['TRANSPORTATION SERVICES AGREEMENT'],Liquidated Damages
['TRANSPORTATION CONTRACT'],Anti-Assignment
['TRANSPORTATION CONTRACT'],Revenue/Profit Sharing
['TRANSPORTATION CONTRACT'],Volume Restriction
['GAS TRANSPORTATION AGREEMENT'],Anti-Assignment
['GAS TRANSPORTATION AGREEMENT'],Minimum Commitment
['GAS TRANSPORTATION AGREEMENT'],Volume Restriction
['Collaboration Agreement'],Non-Compete
['Collaboration Agreement'],Exclusivity
['Collaboration Agreement'],Change Of Control
['Collaboration Agreement'],Anti-Assignment
['Collaboration Agreement'],Revenue/Profit Sharing
['Collaboration Agreement'],Ip Ownership Assignment
['Collaboration Agreement'],Joint Ip Ownership
['Collaboration Agreement'],License Grant
['Collaboration Agreement'],Irrevocable Or Perpetual License
['Collaboration Agreement'],Post-Termination Services
['Collaboration Agreement'],Audit Rights
['Collaboration Agreement'],Uncapped Liability
['Collaboration Agreement'],Cap On Liability
['Collaboration Agreement'],Covenant Not To Sue
['Cooperation Agreement'],Revenue/Profit Sharing
['Cooperation Agreement'],Minimum Commitment
['Cooperation Agreement'],Volume Restriction
['Cooperation Agreement'],Non-Compete
['Cooperation Agreement'],Change Of Control
['Cooperation Agreement'],Anti-Assignment
['Cooperation Agreement'],Revenue/Profit Sharing
['Cooperation Agreement'],Liquidated Damages
['Cooperation Agreement (2014 Amendment)'],Non-Compete
['Cooperation Agreement (2014 Amendment)'],Exclusivity
['Cooperation Agreement (2014 Amendment)'],Termination For Convenience
['Cooperation Agreement (2014 Amendment)'],Anti-Assignment
['Cooperation Agreement (2014 Amendment)'],Ip Ownership Assignment
['Cooperation Agreement (2014 Amendment)'],Cap On Liability
['Cooperation Agreement (2014 Amendment)'],Liquidated Damages
['Collaboration Agreement'],Most Favored Nation
['Collaboration Agreement'],Non-Compete
['Collaboration Agreement'],Termination For Convenience
['Collaboration Agreement'],Anti-Assignment
['Collaboration Agreement'],Post-Termination Services
['Collaboration Agreement'],Cap On Liability
['Collaboration Agreement'],Liquidated Damages
['COLLABORATION AGREEMENT'],Most Favored Nation
['COLLABORATION AGREEMENT'],Competitive Restriction Exception
['COLLABORATION AGREEMENT'],Non-Compete
['COLLABORATION AGREEMENT'],No-Solicit Of Employees
['COLLABORATION AGREEMENT'],Termination For Convenience
['COLLABORATION AGREEMENT'],Anti-Assignment
['COLLABORATION AGREEMENT'],Revenue/Profit Sharing
['COLLABORATION AGREEMENT'],Minimum Commitment
['COLLABORATION AGREEMENT'],Volume Restriction
['COLLABORATION AGREEMENT'],Ip Ownership Assignment
['COLLABORATION AGREEMENT'],License Grant
['COLLABORATION AGREEMENT'],Non-Transferable License
['COLLABORATION AGREEMENT'],Affiliate License-Licensor
['COLLABORATION AGREEMENT'],Affiliate License-Licensee
['COLLABORATION AGREEMENT'],Irrevocable Or Perpetual License
['COLLABORATION AGREEMENT'],Post-Termination Services
['COLLABORATION AGREEMENT'],Audit Rights
['COLLABORATION AGREEMENT'],Uncapped Liability
['COLLABORATION AGREEMENT'],Cap On Liability
['COLLABORATION AGREEMENT'],Liquidated Damages
['COLLABORATION AGREEMENT'],Insurance
['COLLABORATION AGREEMENT'],Third Party Beneficiary
['Intellectual Property Agreement'],Exclusivity
['Intellectual Property Agreement'],Revenue/Profit Sharing
['Intellectual Property Agreement'],License Grant
['Intellectual Property Agreement'],Affiliate License-Licensee
['Promotion Agreement'],Change Of Control
['Promotion Agreement'],Anti-Assignment
['Promotion Agreement'],Revenue/Profit Sharing
['Promotion Agreement'],Ip Ownership Assignment
['Promotion Agreement'],Post-Termination Services
['Promotion Agreement'],Audit Rights
['Promotion Agreement'],Cap On Liability
['Promotion Agreement'],Liquidated Damages
['PROMOTION AGREEMENT'],Most Favored Nation
['PROMOTION AGREEMENT'],Competitive Restriction Exception
['PROMOTION AGREEMENT'],Exclusivity
['PROMOTION AGREEMENT'],Change Of Control
['PROMOTION AGREEMENT'],Anti-Assignment
['PROMOTION AGREEMENT'],Revenue/Profit Sharing
['PROMOTION AGREEMENT'],Volume Restriction
['PROMOTION AGREEMENT'],License Grant
['PROMOTION AGREEMENT'],Insurance
['PROMOTION AGREEMENT'],Exclusivity
['PROMOTION AGREEMENT'],Anti-Assignment
['PROMOTION AGREEMENT'],Volume Restriction
['Promotion and Distribution Agreement'],Change Of Control
['Promotion and Distribution Agreement'],Anti-Assignment
['Promotion and Distribution Agreement'],License Grant
['Promotion and Distribution Agreement'],Audit Rights
['Promotion and Distribution Agreement'],Uncapped Liability
['Promotion and Distribution Agreement'],Cap On Liability
['Promotion and Distribution Agreement'],Warranty Duration
['Promotion Agreement'],Exclusivity
['Promotion Agreement'],Revenue/Profit Sharing
['Promotion Agreement'],Minimum Commitment
['Promotion Agreement'],Volume Restriction
['Promotion Agreement'],Audit Rights
['Promotion Agreement'],Cap On Liability
['Promotion Agreement'],Covenant Not To Sue
['JOINT VENTURE AGREEMENT'],Anti-Assignment
['JOINT VENTURE AGREEMENT'],Revenue/Profit Sharing
['JOINT VENTURE AGREEMENT'],Audit Rights
['Strategic Alliance Agreement'],Anti-Assignment
['Strategic Alliance Agreement'],Termination For Convenience
['Strategic Alliance Agreement'],Anti-Assignment
['Strategic Alliance Agreement'],Revenue/Profit Sharing
['Strategic Alliance Agreement'],Minimum Commitment
['STRATEGIC ALLIANCE AGREEMENT'],Rofr/Rofo/Rofn
['STRATEGIC ALLIANCE AGREEMENT'],Cap On Liability
['Cooperation Agreement'],Non-Disparagement
['Cooperation Agreement'],Anti-Assignment
['COLLABORATION AGREEMENT'],Competitive Restriction Exception
['COLLABORATION AGREEMENT'],Exclusivity
['COLLABORATION AGREEMENT'],Rofr/Rofo/Rofn
['COLLABORATION AGREEMENT'],Anti-Assignment
['COLLABORATION AGREEMENT'],Ip Ownership Assignment
['COLLABORATION AGREEMENT'],Joint Ip Ownership
['COLLABORATION AGREEMENT'],License Grant
['COLLABORATION AGREEMENT'],Non-Transferable License
['COLLABORATION AGREEMENT'],Affiliate License-Licensee
['COLLABORATION AGREEMENT'],Irrevocable Or Perpetual License
['COLLABORATION AGREEMENT'],Uncapped Liability
['COLLABORATION AGREEMENT'],Cap On Liability
['COLLABORATION AGREEMENT'],Warranty Duration
['COLLABORATION AGREEMENT'],Insurance
['PROMOTION AGREEMENT'],Non-Compete
['PROMOTION AGREEMENT'],No-Solicit Of Employees
['PROMOTION AGREEMENT'],Rofr/Rofo/Rofn
['PROMOTION AGREEMENT'],Change Of Control
['PROMOTION AGREEMENT'],Anti-Assignment
['PROMOTION AGREEMENT'],Revenue/Profit Sharing
['PROMOTION AGREEMENT'],Minimum Commitment
['PROMOTION AGREEMENT'],Ip Ownership Assignment
['PROMOTION AGREEMENT'],License Grant
['PROMOTION AGREEMENT'],Post-Termination Services
['PROMOTION AGREEMENT'],Audit Rights
['PROMOTION AGREEMENT'],Uncapped Liability
['PROMOTION AGREEMENT'],Cap On Liability
['PROMOTION AGREEMENT'],Insurance
['PROMOTION AGREEMENT'],Covenant Not To Sue
['Joint Venture Agreement'],Most Favored Nation
['Joint Venture Agreement'],Competitive Restriction Exception
['Joint Venture Agreement'],Non-Compete
['Joint Venture Agreement'],Exclusivity
['Joint Venture Agreement'],Rofr/Rofo/Rofn
['Joint Venture Agreement'],Anti-Assignment
['Joint Venture Agreement'],Minimum Commitment
['Joint Venture Agreement'],Ip Ownership Assignment
['Joint Venture Agreement'],Audit Rights
['Joint Venture Agreement'],Third Party Beneficiary
['JOINT VENTURE AGREEMEN'],Non-Compete
['JOINT VENTURE AGREEMEN'],Termination For Convenience
['JOINT VENTURE AGREEMEN'],Anti-Assignment
['JOINT VENTURE AGREEMEN'],Post-Termination Services
['JOINT VENTURE AGREEMEN'],Audit Rights
['JOINT VENTURE AGREEMEN'],Cap On Liability
['JOINT VENTURE AGREEMEN'],Insurance
['Promotion Agreement'],Competitive Restriction Exception
['Promotion Agreement'],Non-Compete
['Promotion Agreement'],Termination For Convenience
['Promotion Agreement'],Anti-Assignment
['Promotion Agreement'],Revenue/Profit Sharing
['Promotion Agreement'],Minimum Commitment
['Promotion Agreement'],License Grant
['Promotion Agreement'],Audit Rights
['Promotion Agreement'],Cap On Liability
['PROMOTION AGREEMENT'],Non-Compete
['PROMOTION AGREEMENT'],Exclusivity
['PROMOTION AGREEMENT'],Rofr/Rofo/Rofn
['PROMOTION AGREEMENT'],Anti-Assignment
['PROMOTION AGREEMENT'],Revenue/Profit Sharing
['PROMOTION AGREEMENT'],Minimum Commitment
['PROMOTION AGREEMENT'],License Grant
['PROMOTION AGREEMENT'],Non-Transferable License
['PROMOTION AGREEMENT'],Affiliate License-Licensee
['PROMOTION AGREEMENT'],Post-Termination Services
['PROMOTION AGREEMENT'],Audit Rights
['PROMOTION AGREEMENT'],Cap On Liability
['PROMOTION AGREEMENT'],Insurance
['PROMOTION AGREEMENT'],Covenant Not To Sue
['INTELLECTUAL PROPERTY AGREEMENT'],Ip Ownership Assignment
['INTELLECTUAL PROPERTY AGREEMENT'],Affiliate License-Licensee
['INTELLECTUAL PROPERTY AGREEMENT'],Post-Termination Services
['INTELLECTUAL PROPERTY AGREEMENT'],Covenant Not To Sue
['INTELLECTUAL PROPERTY AGREEMENT'],Termination For Convenience
['INTELLECTUAL PROPERTY AGREEMENT'],Change Of Control
['INTELLECTUAL PROPERTY AGREEMENT'],Ip Ownership Assignment
['INTELLECTUAL PROPERTY AGREEMENT'],License Grant
['INTELLECTUAL PROPERTY AGREEMENT'],Non-Transferable License
['INTELLECTUAL PROPERTY AGREEMENT'],Affiliate License-Licensor
['INTELLECTUAL PROPERTY AGREEMENT'],Affiliate License-Licensee
['INTELLECTUAL PROPERTY AGREEMENT'],Irrevocable Or Perpetual License
['INTELLECTUAL PROPERTY AGREEMENT'],Post-Termination Services
['INTELLECTUAL PROPERTY AGREEMENT'],Covenant Not To Sue
['INTELLECTUAL PROPERTY AGREEMENT'],Exclusivity
['INTELLECTUAL PROPERTY AGREEMENT'],Rofr/Rofo/Rofn
['INTELLECTUAL PROPERTY AGREEMENT'],Change Of Control
['INTELLECTUAL PROPERTY AGREEMENT'],Anti-Assignment
['INTELLECTUAL PROPERTY AGREEMENT'],Ip Ownership Assignment
['INTELLECTUAL PROPERTY AGREEMENT'],License Grant
['INTELLECTUAL PROPERTY AGREEMENT'],Affiliate License-Licensor
['INTELLECTUAL PROPERTY AGREEMENT'],Affiliate License-Licensee
['INTELLECTUAL PROPERTY AGREEMENT'],Unlimited/All-You-Can-Eat-License
['INTELLECTUAL PROPERTY AGREEMENT'],Irrevocable Or Perpetual License
['INTELLECTUAL PROPERTY AGREEMENT'],Post-Termination Services
['INTELLECTUAL PROPERTY AGREEMENT'],Covenant Not To Sue
['CO-BRANDING AGREEMENT'],Anti-Assignment
['CO-BRANDING AGREEMENT'],License Grant
['CO-BRANDING AGREEMENT'],Cap On Liability
['MASTER FRANCHISE AGREEMENT'],Competitive Restriction Exception
['MASTER FRANCHISE AGREEMENT'],Non-Compete
['MASTER FRANCHISE AGREEMENT'],Exclusivity
['MASTER FRANCHISE AGREEMENT'],No-Solicit Of Customers
['MASTER FRANCHISE AGREEMENT'],No-Solicit Of Employees
['MASTER FRANCHISE AGREEMENT'],Non-Disparagement
['MASTER FRANCHISE AGREEMENT'],Rofr/Rofo/Rofn
['MASTER FRANCHISE AGREEMENT'],Change Of Control
['MASTER FRANCHISE AGREEMENT'],Anti-Assignment
['MASTER FRANCHISE AGREEMENT'],Revenue/Profit Sharing
['MASTER FRANCHISE AGREEMENT'],Minimum Commitment
['MASTER FRANCHISE AGREEMENT'],Volume Restriction
['MASTER FRANCHISE AGREEMENT'],Ip Ownership Assignment
['MASTER FRANCHISE AGREEMENT'],License Grant
['MASTER FRANCHISE AGREEMENT'],Post-Termination Services
['MASTER FRANCHISE AGREEMENT'],Audit Rights
['MASTER FRANCHISE AGREEMENT'],Cap On Liability
['MASTER FRANCHISE AGREEMENT'],Liquidated Damages
['MASTER FRANCHISE AGREEMENT'],Insurance
['MASTER FRANCHISE AGREEMENT'],Covenant Not To Sue
['MASTER FRANCHISE AGREEMENT'],Third Party Beneficiary
['SERVICES AGREEMENT'],Anti-Assignment
['SERVICES AGREEMENT'],Audit Rights
['SERVICES AGREEMENT'],Cap On Liability
['LIMITED POWER OF ATTORNEY'],Anti-Assignment
['NON COMPETITION AGREEMENT AND RIGHT OF FIRST OFFER'],Non-Compete
['NON COMPETITION AGREEMENT AND RIGHT OF FIRST OFFER'],Rofr/Rofo/Rofn
"['COLLABORATION AGREEMENT (""']",Exclusivity
"['COLLABORATION AGREEMENT (""']",Change Of Control
"['COLLABORATION AGREEMENT (""']",Anti-Assignment
"['COLLABORATION AGREEMENT (""']",Revenue/Profit Sharing
"['COLLABORATION AGREEMENT (""']",Minimum Commitment
"['COLLABORATION AGREEMENT (""']",Ip Ownership Assignment
"['COLLABORATION AGREEMENT (""']",Joint Ip Ownership
"['COLLABORATION AGREEMENT (""']",License Grant
"['COLLABORATION AGREEMENT (""']",Post-Termination Services
"['COLLABORATION AGREEMENT (""']",Audit Rights
"['COLLABORATION AGREEMENT (""']",Cap On Liability
"['COLLABORATION AGREEMENT (""']",Insurance
['Collaboration Agreement'],Most Favored Nation
['Collaboration Agreement'],Exclusivity
['Collaboration Agreement'],Termination For Convenience
['Collaboration Agreement'],Anti-Assignment
['Collaboration Agreement'],Minimum Commitment
['Collaboration Agreement'],Ip Ownership Assignment
['Collaboration Agreement'],Joint Ip Ownership
['Collaboration Agreement'],License Grant
['Collaboration Agreement'],Affiliate License-Licensee
['Collaboration Agreement'],Irrevocable Or Perpetual License
['Collaboration Agreement'],Post-Termination Services
['Collaboration Agreement'],Audit Rights
['Collaboration Agreement'],Cap On Liability
['JOINT VENTURE AGREEMENT'],Anti-Assignment
['JOINT VENTURE AGREEMENT'],Revenue/Profit Sharing
['JOINT VENTURE AGREEMENT'],Minimum Commitment
['JOINT VENTURE AGREEMENT'],Rofr/Rofo/Rofn
['JOINT VENTURE AGREEMENT'],Change Of Control
['JOINT VENTURE AGREEMENT'],Anti-Assignment
['JOINT VENTURE AGREEMENT'],Ip Ownership Assignment
['JOINT VENTURE AGREEMENT'],Audit Rights
['JOINT VENTURE CONTRACT'],Non-Compete
['JOINT VENTURE CONTRACT'],Anti-Assignment
['JOINT VENTURE CONTRACT'],Revenue/Profit Sharing
['JOINT VENTURE CONTRACT'],Minimum Commitment
['JOINT VENTURE CONTRACT'],License Grant
['JOINT VENTURE CONTRACT'],Audit Rights
['JOINT VENTURE CONTRACT'],Insurance
['NON-COMPETITION AND NON-SOLICITATION AGREEMENT'],Competitive Restriction Exception
['NON-COMPETITION AND NON-SOLICITATION AGREEMENT'],Non-Compete
['NON-COMPETITION AND NON-SOLICITATION AGREEMENT'],No-Solicit Of Employees
['NON-COMPETITION AND NON-SOLICITATION AGREEMENT'],Anti-Assignment
['NON-COMPETITION AND NON-SOLICITATION AGREEMENT'],Revenue/Profit Sharing
['STRATEGIC ALLIANCE AGREEMENT'],Competitive Restriction Exception
['STRATEGIC ALLIANCE AGREEMENT'],Non-Compete
['STRATEGIC ALLIANCE AGREEMENT'],No-Solicit Of Customers
['STRATEGIC ALLIANCE AGREEMENT'],No-Solicit Of Employees
['STRATEGIC ALLIANCE AGREEMENT'],Termination For Convenience
['STRATEGIC ALLIANCE AGREEMENT'],Rofr/Rofo/Rofn
['STRATEGIC ALLIANCE AGREEMENT'],Change Of Control
['STRATEGIC ALLIANCE AGREEMENT'],Anti-Assignment
['STRATEGIC ALLIANCE AGREEMENT'],Revenue/Profit Sharing
['STRATEGIC ALLIANCE AGREEMENT'],Non-Transferable License
['STRATEGIC ALLIANCE AGREEMENT'],Audit Rights
['STRATEGIC ALLIANCE AGREEMENT'],Cap On Liability
['STRATEGIC ALLIANCE AGREEMENT'],Third Party Beneficiary
['STRATEGIC ALLIANCE AGREEMENT'],Competitive Restriction Exception
['STRATEGIC ALLIANCE AGREEMENT'],Non-Compete
['STRATEGIC ALLIANCE AGREEMENT'],Exclusivity
['STRATEGIC ALLIANCE AGREEMENT'],No-Solicit Of Customers
['STRATEGIC ALLIANCE AGREEMENT'],No-Solicit Of Employees
['STRATEGIC ALLIANCE AGREEMENT'],Termination For Convenience
['STRATEGIC ALLIANCE AGREEMENT'],Rofr/Rofo/Rofn
['STRATEGIC ALLIANCE AGREEMENT'],Change Of Control
['STRATEGIC ALLIANCE AGREEMENT'],Anti-Assignment
['STRATEGIC ALLIANCE AGREEMENT'],Revenue/Profit Sharing
['STRATEGIC ALLIANCE AGREEMENT'],Minimum Commitment
['STRATEGIC ALLIANCE AGREEMENT'],Ip Ownership Assignment
['STRATEGIC ALLIANCE AGREEMENT'],License Grant
['STRATEGIC ALLIANCE AGREEMENT'],Non-Transferable License
['STRATEGIC ALLIANCE AGREEMENT'],Affiliate License-Licensor
['STRATEGIC ALLIANCE AGREEMENT'],Affiliate License-Licensee
['STRATEGIC ALLIANCE AGREEMENT'],Irrevocable Or Perpetual License
['STRATEGIC ALLIANCE AGREEMENT'],Source Code Escrow
['STRATEGIC ALLIANCE AGREEMENT'],Post-Termination Services
['STRATEGIC ALLIANCE AGREEMENT'],Audit Rights
['STRATEGIC ALLIANCE AGREEMENT'],Uncapped Liability
['STRATEGIC ALLIANCE AGREEMENT'],Cap On Liability
['STRATEGIC ALLIANCE AGREEMENT'],Warranty Duration
['STRATEGIC ALLIANCE AGREEMENT'],Insurance
['JOINT VENTURE AGREEMENT'],Anti-Assignment
